"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",87.12938,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",90.08685,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",89.84726,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",90.62594,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",94.90865,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",102.6131,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",98.55495,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",104.6196,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",111.8374,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",117.3555,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",119.714,,
"CPGDFD","Consumer prices - food","CZE","Czech Republic","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",118.4187,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",80.56324,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",83.66957,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",85.49619,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",86.71392,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",85.83243,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",86.38677,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",88.74046,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",92.70265,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",99.71828,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",99.62741,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",103.9622,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",108.4242,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",108.8877,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",107.9426,,
"CPGDFD","Consumer prices - food","DNK","Denmark","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",109.0603,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",82.45985,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",86.11231,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",88.59173,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",89.12293,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",89.81494,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",90.32291,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",91.55888,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",93.45424,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",101.4888,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",103.5392,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",106.2829,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",111.7665,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",117.7319,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",117.9094,,
"CPGDFD","Consumer prices - food","FIN","Finland","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",115.7051,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",81.98878,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",86.51162,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",88.87255,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",90.89796,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",91.34003,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",91.48357,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",93.01496,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",94.36494,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",99.14404,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",99.22153,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",101.9867,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",104.9332,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",106.1396,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",105.2493,,
"CPGDFD","Consumer prices - food","FRA","France","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",105.6738,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",84.94167,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",88.725,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",89.475,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",89.34167,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",89.04166,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",89.09167,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",90.9,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",94.35,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",100.0833,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",98.775,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100.0083,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",102.7667,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",106.2667,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",110.3667,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",111.5083,,
"CPGDFD","Consumer prices - food","DEU","Germany","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",112.3333,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",73.92578,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",77.71592,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",81.85527,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",85.92834,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",86.37054,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",86.90172,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",90.15357,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",93.0754,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",98.06837,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",99.93781,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",103.1141,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",104.6665,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",104.6699,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",102.9101,,
"CPGDFD","Consumer prices - food","GRC","Greece","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",104.7645,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",54.21207,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",61.60643,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",64.27053,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",65.20064,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",68.92107,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",70.06378,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",75.7906,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",84.83923,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",93.65533,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",97.29604,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",107.2349,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",113.6394,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",116.6357,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",115.7056,,
"CPGDFD","Consumer prices - food","HUN","Hungary","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",116.3433,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",61.69843,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",65.95518,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",68.73711,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",66.92583,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",67.63663,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",65.88691,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",71.14568,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",70.37456,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",81.62996,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",95.93697,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",103.8334,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",110.1565,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",115.7677,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",116.3435,,
"CPGDFD","Consumer prices - food","ISL","Iceland","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",119.6546,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",88.28255,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",94.0498,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",97.29536,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",98.68745,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",98.42495,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",97.74083,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",99.1011,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",101.8773,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",108.5355,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",104.7729,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",101.1535,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",101.7262,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",102.8001,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",100.4932,,
"CPGDFD","Consumer prices - food","IRL","Ireland","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",98.3454,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",78.19207,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",81.40536,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",84.37007,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",87.03771,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",88.92325,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",88.88081,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",90.42682,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",93.01564,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",98.04171,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",99.8363,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",102.4789,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",105.0715,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",107.5558,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",107.6808,,
"CPGDFD","Consumer prices - food","ITA","Italy","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",108.8562,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",76.33724,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",79.97888,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",83.10164,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",84.70695,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",86.25706,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",87.66894,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",89.74774,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",92.76469,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",97.74351,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",99.1392,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",102.5594,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",105.1924,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",109.0278,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",109.6373,,
"CPGDFD","Consumer prices - food","LUX","Luxembourg","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",110.4787,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",57.26532,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",60.16484,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",62.42274,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",65.87765,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",70.63191,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",74.42214,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",77.14397,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",82.25159,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",88.95496,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",96.79945,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",104.3598,,
"CPGDFD","Consumer prices - food","MEX","Mexico","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",112.8364,,
