"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2003","Italy","Population on 1 January - females","29,471,857",""
"2003","Italy","Average population - total","57,313,203",""
"2003","Italy","Average population - males","27,752,125",""
"2003","Cyprus","Population on 1 January - total ","713,720",""
"2003","Cyprus","Population on 1 January - males","350,137",""
"2003","Cyprus","Population on 1 January - females","363,583",""
"2003","Cyprus","Average population - total","718,307",""
"2003","Cyprus","Average population - males","352,350",""
"2003","Latvia","Population on 1 January - total ","2,299,390",""
"2003","Latvia","Population on 1 January - males","1,054,827",""
"2003","Latvia","Population on 1 January - females","1,244,563",""
"2003","Latvia","Average population - total","2,287,955",""
"2003","Latvia","Average population - males","1,049,646",""
"2003","Lithuania","Population on 1 January - total ","3,431,497",""
"2003","Lithuania","Population on 1 January - males","1,601,098",""
"2003","Lithuania","Population on 1 January - females","1,830,399",""
"2003","Lithuania","Average population - total","3,415,213",""
"2003","Lithuania","Average population - males","1,592,558",""
"2003","Luxembourg","Population on 1 January - total ","448,300",""
"2003","Luxembourg","Population on 1 January - males","221,009",""
"2003","Luxembourg","Population on 1 January - females","227,291",""
"2003","Luxembourg","Average population - total","451,630",""
"2003","Luxembourg","Average population - males","222,859",""
"2003","Hungary","Population on 1 January - total ","10,142,362",""
"2003","Hungary","Population on 1 January - males","4,818,456",""
"2003","Hungary","Population on 1 January - females","5,323,906",""
"2003","Hungary","Average population - total","10,129,552",""
"2003","Hungary","Average population - males","4,811,285",""
"2003","Malta","Population on 1 January - total ","397,296",""
"2003","Malta","Population on 1 January - males","196,836",""
"2003","Malta","Population on 1 January - females","200,460",""
"2003","Malta","Average population - total","398,582",""
"2003","Malta","Average population - males","197,468",""
"2003","Netherlands","Population on 1 January - total ","16,192,572",""
"2003","Netherlands","Population on 1 January - males","8,015,471",""
"2003","Netherlands","Population on 1 January - females","8,177,101",""
"2003","Netherlands","Average population - total","16,225,302",""
"2003","Netherlands","Average population - males","8,030,693",""
"2003","Austria","Population on 1 January - total ","8,100,273",""
"2003","Austria","Population on 1 January - males","3,929,599",""
"2003","Austria","Population on 1 January - females","4,170,674",""
"2003","Austria","Average population - total","8,121,423",""
"2003","Austria","Average population - males","3,941,100",""
"2003","Poland","Population on 1 January - total ","38,218,531",""
"2003","Poland","Population on 1 January - males","18,506,749",""
"2003","Poland","Population on 1 January - females","19,711,782",""
"2003","Poland","Average population - total","38,204,570",""
"2003","Poland","Average population - males","18,496,590",""
"2003","Portugal","Population on 1 January - total ","10,444,592",""
"2003","Portugal","Population on 1 January - males","5,037,340",""
"2003","Portugal","Population on 1 January - females","5,407,252",""
"2003","Portugal","Average population - total","10,458,821",""
"2003","Portugal","Average population - males","5,042,335",""
"2003","Romania","Population on 1 January - total ","21,627,509",""
"2003","Romania","Population on 1 January - males","10,538,907",""
"2003","Romania","Population on 1 January - females","11,088,602",""
"2003","Romania","Average population - total","21,574,326",""
"2003","Romania","Average population - males","10,511,877",""
"2003","Slovenia","Population on 1 January - total ","1,995,033",""
"2003","Slovenia","Population on 1 January - males","975,587",""
"2003","Slovenia","Population on 1 January - females","1,019,446",""
"2003","Slovenia","Average population - total","1,995,733",""
"2003","Slovenia","Average population - males","976,195",""
"2003","Slovakia","Population on 1 January - total ","5,374,873",""
"2003","Slovakia","Population on 1 January - males","2,609,754",""
"2003","Slovakia","Population on 1 January - females","2,765,119",""
"2003","Slovakia","Average population - total","5,373,374",""
"2003","Slovakia","Average population - males","2,608,943",""
"2003","Finland","Population on 1 January - total ","5,206,295",""
"2003","Finland","Population on 1 January - males","2,544,916",""
"2003","Finland","Population on 1 January - females","2,661,379",""
"2003","Finland","Average population - total","5,213,014",""
"2003","Finland","Average population - males","2,548,905",""
"2003","Sweden","Population on 1 January - total ","8,940,788",""
"2003","Sweden","Population on 1 January - males","4,427,107",""
"2003","Sweden","Population on 1 January - females","4,513,681",""
"2003","Sweden","Average population - total","8,958,229",""
"2003","Sweden","Average population - males","4,436,882",""
"2003","United Kingdom","Population on 1 January - total ","59,501,394",""
"2003","United Kingdom","Population on 1 January - males","29,049,154",""
"2003","United Kingdom","Population on 1 January - females","30,452,240",""
"2003","United Kingdom","Average population - total","59,647,577",""
"2003","United Kingdom","Average population - males","29,130,211",""
"2003","Iceland","Population on 1 January - total ","288,471",""
"2003","Iceland","Population on 1 January - males","144,287",""
"2003","Iceland","Population on 1 January - females","144,184",""
"2003","Iceland","Average population - total","289,521",""
"2003","Iceland","Average population - males","144,844",""
"2003","Liechtenstein","Population on 1 January - total ","33,863",""
"2003","Liechtenstein","Population on 1 January - males","16,631",""
"2003","Liechtenstein","Population on 1 January - females","17,232",""
"2003","Liechtenstein","Average population - total","34,079",""
"2003","Liechtenstein","Average population - males","16,756",""
"2003","Norway","Population on 1 January - total ","4,552,252",""
"2003","Norway","Population on 1 January - males","2,256,107",""
"2003","Norway","Population on 1 January - females","2,296,145",""
"2003","Norway","Average population - total","4,564,855",""
"2003","Norway","Average population - males","2,262,578",""
"2003","Switzerland","Population on 1 January - total ","7,313,853",""
"2003","Switzerland","Population on 1 January - males","3,575,029",""
"2003","Switzerland","Population on 1 January - females","3,738,824",""
"2003","Switzerland","Average population - total","7,339,001",""
"2003","Switzerland","Average population - males","3,588,284",""
"2003","Albania","Population on 1 January - total ","3,102,781",""
"2003","Albania","Population on 1 January - males","1,546,722",""
"2003","Albania","Population on 1 January - females","1,556,059",""
"2003","Albania","Average population - total","3,111,165",""
"2003","Albania","Average population - males","1,550,727",""
"2003","Serbia","Population on 1 January - total ","7,490,918",""
"2003","Serbia","Population on 1 January - males","3,642,701",""
"2003","Serbia","Population on 1 January - females","3,848,217",""
"2003","Serbia","Average population - total","7,480,591",""
"2003","Serbia","Average population - males","3,637,783",""
"2003","Turkey","Population on 1 January - total ","66,401,851",""
"2003","Turkey","Population on 1 January - males","33,248,539",""
"2003","Turkey","Population on 1 January - females","33,153,312",""
"2003","Turkey","Average population - total","66,794,551",""
"2003","Turkey","Average population - males","33,447,208",""
"2003","Andorra","Population on 1 January - total ","67,159",""
"2003","Andorra","Population on 1 January - males","34,805",""
"2003","Andorra","Population on 1 January - females","32,354",""
"2003","Andorra","Average population - total","69,740",""
"2003","Andorra","Average population - males","36,194",""
"2003","Belarus","Population on 1 January - total ","9,898,590",""
"2003","Belarus","Population on 1 January - males","4,637,741",""
"2003","Belarus","Population on 1 January - females","5,260,849",""
"2003","Belarus","Average population - total","9,873,826",""
"2003","Belarus","Average population - males","4,623,962",""
"2003","Bosnia and Herzegovina","Population on 1 January - total ","3,830,349","e"
"2003","Bosnia and Herzegovina","Population on 1 January - males","1,876,871","e"
"2003","Bosnia and Herzegovina","Population on 1 January - females","1,953,478","e"
"2003","Bosnia and Herzegovina","Average population - total","3,833,882",""
"2003","Bosnia and Herzegovina","Average population - males","1,878,602",""
"2003","Moldova","Population on 1 January - total ","3,618,312",""
"2003","Moldova","Population on 1 January - males","1,733,308",""
"2003","Moldova","Population on 1 January - females","1,885,004",""
"2003","Moldova","Average population - total","3,612,874",""
"2003","Moldova","Average population - males","1,730,861",""
"2003","Monaco","Population on 1 January - total ",":",""
"2003","Monaco","Population on 1 January - males",":",""
"2003","Monaco","Population on 1 January - females",":",""
"2003","Monaco","Average population - total",":",""
"2003","Monaco","Average population - males",":",""
"2003","Russia","Population on 1 January - total ","145,166,731","e"
"2003","Russia","Population on 1 January - males","67,605,133","e"
"2003","Russia","Population on 1 January - females","77,561,598","e"
"2003","Russia","Average population - total","144,667,468",""
"2003","Russia","Average population - males","67,314,509",""
"2003","San Marino","Population on 1 January - total ",":",""
"2003","San Marino","Population on 1 January - males",":",""
"2003","San Marino","Population on 1 January - females",":",""
"2003","San Marino","Average population - total",":",""
"2003","San Marino","Average population - males",":",""
"2003","Ukraine","Population on 1 January - total ","47,823,108",""
"2003","Ukraine","Population on 1 January - males","22,112,534",""
"2003","Ukraine","Population on 1 January - females","25,710,574",""
"2003","Ukraine","Average population - total","47,632,594",""
"2003","Ukraine","Average population - males","22,019,672",""
"2003","Armenia","Population on 1 January - total ","3,210,300",""
"2003","Armenia","Population on 1 January - males","1,543,600",""
"2003","Armenia","Population on 1 January - females","1,666,700",""
"2003","Armenia","Average population - total","3,211,250",""
"2003","Armenia","Average population - males","1,545,150",""
"2004","Belgium","Population on 1 January - total ","10,396,421",""
"2004","Belgium","Population on 1 January - males","5,087,176",""
"2004","Belgium","Population on 1 January - females","5,309,245",""
"2004","Belgium","Average population - total","10,421,137",""
"2004","Belgium","Average population - males","5,099,251",""
"2004","Bulgaria","Population on 1 January - total ","7,745,147",""
"2004","Bulgaria","Population on 1 January - males","3,772,128",""
"2004","Bulgaria","Population on 1 January - females","3,973,019",""
"2004","Bulgaria","Average population - total","7,716,860",""
"2004","Bulgaria","Average population - males","3,758,124",""
"2004","Czech Republic","Population on 1 January - total ","10,195,347",""
"2004","Czech Republic","Population on 1 January - males","4,967,142",""
"2004","Czech Republic","Population on 1 January - females","5,228,205",""
"2004","Czech Republic","Average population - total","10,197,101",""
"2004","Czech Republic","Average population - males","4,968,899",""
"2004","Denmark","Population on 1 January - total ","5,397,640",""
"2004","Denmark","Population on 1 January - males","2,670,135",""
"2004","Denmark","Population on 1 January - females","2,727,505",""
"2004","Denmark","Average population - total","5,404,523",""
"2004","Denmark","Average population - males","2,673,714",""
"2004","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","82,531,671",""
"2004","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","40,356,014",""
"2004","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","42,175,657",""
"2004","Germany (until 1990 former territory of the FRG)","Average population - total","82,516,260",""
"2004","Germany (until 1990 former territory of the FRG)","Average population - males","40,354,821",""
"2004","Estonia","Population on 1 January - total ","1,366,250",""
"2004","Estonia","Population on 1 January - males","635,450",""
"2004","Estonia","Population on 1 January - females","730,800",""
"2004","Estonia","Average population - total","1,362,550",""
"2004","Estonia","Average population - males","633,580",""
"2004","Ireland","Population on 1 January - total ","4,028,851",""
"2004","Ireland","Population on 1 January - males","2,003,162",""
"2004","Ireland","Population on 1 January - females","2,025,689",""
"2004","Ireland","Average population - total","4,070,262",""
"2004","Ireland","Average population - males","2,026,256",""
"2004","Greece","Population on 1 January - total ","10,940,369",""
"2004","Greece","Population on 1 January - males","5,406,076",""
"2004","Greece","Population on 1 January - females","5,534,293",""
"2004","Greece","Average population - total","10,955,141",""
"2004","Greece","Average population - males","5,412,269",""
"2004","Spain","Population on 1 January - total ","42,547,451",""
"2004","Spain","Population on 1 January - males","20,924,577",""
"2004","Spain","Population on 1 January - females","21,622,874",""
"2004","Spain","Average population - total","42,921,895",""
"2004","Spain","Average population - males","21,129,932",""
"2004","France","Population on 1 January - total ","62,292,241",""
"2004","France","Population on 1 January - males","30,171,688",""
"2004","France","Population on 1 January - females","32,120,553",""
"2004","France","Average population - total","62,532,556",""
"2004","France","Average population - males","30,278,775",""
"2004","Croatia","Population on 1 January - total ","4,305,725",""
"2004","Croatia","Population on 1 January - males","2,068,841",""
"2004","Croatia","Population on 1 January - females","2,236,884",""
"2004","Croatia","Average population - total","4,308,293",""
"2004","Croatia","Average population - males","2,070,561",""
"2004","Italy","Population on 1 January - total ","57,495,900",""
"2004","Italy","Population on 1 January - males","27,845,601",""
"2004","Italy","Population on 1 January - females","29,650,299",""
"2004","Italy","Average population - total","57,685,327",""
"2004","Italy","Average population - males","27,944,906",""
"2004","Cyprus","Population on 1 January - total ","722,893",""
"2004","Cyprus","Population on 1 January - males","354,562",""
"2004","Cyprus","Population on 1 January - females","368,331",""
"2004","Cyprus","Average population - total","727,980",""
"2004","Cyprus","Average population - males","356,942",""
"2004","Latvia","Population on 1 January - total ","2,276,520",""
"2004","Latvia","Population on 1 January - males","1,044,465",""
"2004","Latvia","Population on 1 January - females","1,232,055",""
"2004","Latvia","Average population - total","2,263,122",""
"2004","Latvia","Average population - males","1,038,287",""
"2004","Lithuania","Population on 1 January - total ","3,398,929",""
"2004","Lithuania","Population on 1 January - males","1,584,018",""
"2004","Lithuania","Population on 1 January - females","1,814,911",""
"2004","Lithuania","Average population - total","3,377,075",""
"2004","Lithuania","Average population - males","1,573,141",""
"2004","Luxembourg","Population on 1 January - total ","454,960",""
"2004","Luxembourg","Population on 1 January - males","224,708",""
"2004","Luxembourg","Population on 1 January - females","230,252",""
"2004","Luxembourg","Average population - total","458,095",""
"2004","Luxembourg","Average population - males","226,432",""
"2004","Hungary","Population on 1 January - total ","10,116,742",""
"2004","Hungary","Population on 1 January - males","4,804,113",""
"2004","Hungary","Population on 1 January - females","5,312,629",""
"2004","Hungary","Average population - total","10,107,146",""
"2004","Hungary","Average population - males","4,798,614",""
"2004","Malta","Population on 1 January - total ","399,867",""
"2004","Malta","Population on 1 January - males","198,099",""
"2004","Malta","Population on 1 January - females","201,768",""
"2004","Malta","Average population - total","401,268",""
"2004","Malta","Average population - males","198,840",""
"2004","Netherlands","Population on 1 January - total ","16,258,032",""
"2004","Netherlands","Population on 1 January - males","8,045,914",""
"2004","Netherlands","Population on 1 January - females","8,212,118",""
"2004","Netherlands","Average population - total","16,281,779",""
"2004","Netherlands","Average population - males","8,055,947",""
"2004","Austria","Population on 1 January - total ","8,142,573",""
"2004","Austria","Population on 1 January - males","3,952,600",""
"2004","Austria","Population on 1 January - females","4,189,973",""
"2004","Austria","Average population - total","8,171,966",""
"2004","Austria","Average population - males","3,968,733",""
"2004","Poland","Population on 1 January - total ","38,190,608",""
"2004","Poland","Population on 1 January - males","18,486,430",""
"2004","Poland","Population on 1 January - females","19,704,178",""
"2004","Poland","Average population - total","38,182,222",""
"2004","Poland","Average population - males","18,478,342",""
"2004","Portugal","Population on 1 January - total ","10,473,050",""
"2004","Portugal","Population on 1 January - males","5,047,329",""
"2004","Portugal","Population on 1 January - females","5,425,721",""
"2004","Portugal","Average population - total","10,483,861",""
"2004","Portugal","Average population - males","5,050,526",""
"2004","Romania","Population on 1 January - total ","21,521,142",""
"2004","Romania","Population on 1 January - males","10,484,847",""
"2004","Romania","Population on 1 January - females","11,036,295",""
"2004","Romania","Average population - total","21,451,748",""
"2004","Romania","Average population - males","10,450,996",""
"2004","Slovenia","Population on 1 January - total ","1,996,433",""
"2004","Slovenia","Population on 1 January - males","976,802",""
"2004","Slovenia","Population on 1 January - females","1,019,631",""
"2004","Slovenia","Average population - total","1,997,012",""
"2004","Slovenia","Average population - males","976,927",""
"2004","Slovakia","Population on 1 January - total ","5,371,875",""
"2004","Slovakia","Population on 1 January - males","2,608,131",""
"2004","Slovakia","Population on 1 January - females","2,763,744",""
"2004","Slovakia","Average population - total","5,372,280",""
"2004","Slovakia","Average population - males","2,608,578",""
"2004","Finland","Population on 1 January - total ","5,219,732",""
"2004","Finland","Population on 1 January - males","2,552,893",""
"2004","Finland","Population on 1 January - females","2,666,839",""
"2004","Finland","Average population - total","5,228,172",""
"2004","Finland","Average population - males","2,557,485",""
"2004","Sweden","Population on 1 January - total ","8,975,670",""
"2004","Sweden","Population on 1 January - males","4,446,656",""
"2004","Sweden","Population on 1 January - females","4,529,014",""
"2004","Sweden","Average population - total","8,993,531",""
"2004","Sweden","Average population - males","4,456,484",""
"2004","United Kingdom","Population on 1 January - total ","59,793,759",""
"2004","United Kingdom","Population on 1 January - males","29,211,268",""
"2004","United Kingdom","Population on 1 January - females","30,582,491",""
"2004","United Kingdom","Average population - total","59,987,905",""
"2004","United Kingdom","Average population - males","29,315,179",""
"2004","Iceland","Population on 1 January - total ","290,570",""
"2004","Iceland","Population on 1 January - males","145,401",""
"2004","Iceland","Population on 1 January - females","145,169",""
"2004","Iceland","Average population - total","292,074",""
"2004","Iceland","Average population - males","146,286",""
"2004","Liechtenstein","Population on 1 January - total ","34,294",""
"2004","Liechtenstein","Population on 1 January - males","16,881",""
"2004","Liechtenstein","Population on 1 January - females","17,413",""
"2004","Liechtenstein","Average population - total","34,447",""
"2004","Liechtenstein","Average population - males","16,966",""
"2004","Norway","Population on 1 January - total ","4,577,457",""
"2004","Norway","Population on 1 January - males","2,269,049",""
"2004","Norway","Population on 1 January - females","2,308,408",""
"2004","Norway","Average population - total","4,591,910",""
"2004","Norway","Average population - males","2,276,560",""
"2004","Switzerland","Population on 1 January - total ","7,364,148",""
"2004","Switzerland","Population on 1 January - males","3,601,539",""
"2004","Switzerland","Population on 1 January - females","3,762,609",""
"2004","Switzerland","Average population - total","7,389,625",""
"2004","Switzerland","Average population - males","3,615,118",""
"2004","Albania","Population on 1 January - total ","3,119,548",""
"2004","Albania","Population on 1 January - males","1,554,732",""
"2004","Albania","Population on 1 January - females","1,564,816",""
"2004","Albania","Average population - total","3,127,262",""
"2004","Albania","Average population - males","1,558,374",""
"2004","Serbia","Population on 1 January - total ","7,470,263",""
"2004","Serbia","Population on 1 January - males","3,632,865",""
"2004","Serbia","Population on 1 January - females","3,837,398",""
"2004","Serbia","Average population - total","7,463,157",""
"2004","Serbia","Average population - males","3,629,193",""
"2004","Turkey","Population on 1 January - total ","67,187,251",""
"2004","Turkey","Population on 1 January - males","33,645,876",""
"2004","Turkey","Population on 1 January - females","33,541,375",""
"2004","Turkey","Average population - total","67,598,736",""
"2004","Turkey","Average population - males","33,853,709",""
"2004","Andorra","Population on 1 January - total ","72,320",""
"2004","Andorra","Population on 1 January - males","37,582",""
"2004","Andorra","Population on 1 January - females","34,738",""
"2004","Andorra","Average population - total","74,598",""
"2004","Andorra","Average population - males","38,834",""
"2004","Belarus","Population on 1 January - total ","9,849,062",""
"2004","Belarus","Population on 1 January - males","4,610,183",""
"2004","Belarus","Population on 1 January - females","5,238,879",""
"2004","Belarus","Average population - total","9,824,568",""
"2004","Belarus","Average population - males","4,596,633",""
"2004","Bosnia and Herzegovina","Population on 1 January - total ","3,837,414","e"
"2004","Bosnia and Herzegovina","Population on 1 January - males","1,880,333","e"
"2004","Bosnia and Herzegovina","Population on 1 January - females","1,957,082","e"
"2004","Bosnia and Herzegovina","Average population - total","3,839,973",""
"2004","Bosnia and Herzegovina","Average population - males","1,881,587",""
"2004","Moldova","Population on 1 January - total ","3,607,435",""
"2004","Moldova","Population on 1 January - males","1,728,414",""
"2004","Moldova","Population on 1 January - females","1,879,021",""
"2004","Moldova","Average population - total","3,603,936",""
"2004","Moldova","Average population - males","1,726,628",""
"2004","Monaco","Population on 1 January - total ","32,828",""
"2004","Monaco","Population on 1 January - males","15,898",""
"2004","Monaco","Population on 1 January - females","16,930",""
"2004","Monaco","Average population - total","32,957",""
"2004","Monaco","Average population - males","15,969",""
"2004","Russia","Population on 1 January - total ","144,168,205",""
"2004","Russia","Population on 1 January - males","67,023,885",""
"2004","Russia","Population on 1 January - females","77,144,320",""
"2004","Russia","Average population - total","143,821,212",""
"2004","Russia","Average population - males","66,813,324",""
"2004","San Marino","Population on 1 January - total ","29,241",""
"2004","San Marino","Population on 1 January - males","14,338",""
"2004","San Marino","Population on 1 January - females","14,903",""
"2004","San Marino","Average population - total","29,457",""
"2004","San Marino","Average population - males","14,442",""
"2004","Ukraine","Population on 1 January - total ","47,442,079",""
"2004","Ukraine","Population on 1 January - males","21,926,809",""
"2004","Ukraine","Population on 1 January - females","25,515,270",""
"2004","Ukraine","Average population - total","47,271,271",""
"2004","Ukraine","Average population - males","21,840,401",""
"2004","Armenia","Population on 1 January - total ","3,212,200",""
"2004","Armenia","Population on 1 January - males","1,546,700",""
"2004","Armenia","Population on 1 January - females","1,665,500",""
"2004","Armenia","Average population - total","3,214,000",""
"2004","Armenia","Average population - males","1,548,650",""
"2005","Belgium","Population on 1 January - total ","10,445,852",""
"2005","Belgium","Population on 1 January - males","5,111,325",""
"2005","Belgium","Population on 1 January - females","5,334,527",""
"2005","Belgium","Average population - total","10,478,617",""
"2005","Belgium","Average population - males","5,127,573",""
"2005","Bulgaria","Population on 1 January - total ","7,688,573",""
"2005","Bulgaria","Population on 1 January - males","3,744,120",""
"2005","Bulgaria","Population on 1 January - females","3,944,453",""
"2005","Bulgaria","Average population - total","7,658,972",""
"2005","Bulgaria","Average population - males","3,729,367",""
"2005","Czech Republic","Population on 1 January - total ","10,198,855",""
"2005","Czech Republic","Population on 1 January - males","4,970,656",""
"2005","Czech Republic","Population on 1 January - females","5,228,199",""
"2005","Czech Republic","Average population - total","10,211,216",""
"2005","Czech Republic","Average population - males","4,980,154",""
"2005","Denmark","Population on 1 January - total ","5,411,405",""
"2005","Denmark","Population on 1 January - males","2,677,292",""
"2005","Denmark","Population on 1 January - females","2,734,113",""
"2005","Denmark","Average population - total","5,419,432",""
"2005","Denmark","Average population - males","2,681,569",""
"2005","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","82,500,849",""
"2005","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","40,353,627",""
"2005","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","42,147,222",""
"2005","Germany (until 1990 former territory of the FRG)","Average population - total","82,469,422",""
"2005","Germany (until 1990 former territory of the FRG)","Average population - males","40,346,794",""
"2005","Estonia","Population on 1 January - total ","1,358,850",""
"2005","Estonia","Population on 1 January - males","631,710",""
"2005","Estonia","Population on 1 January - females","727,140",""
"2005","Estonia","Average population - total","1,354,775",""
"2005","Estonia","Average population - males","629,820",""
"2005","Ireland","Population on 1 January - total ","4,111,672",""
"2005","Ireland","Population on 1 January - males","2,049,350",""
"2005","Ireland","Population on 1 January - females","2,062,322",""
"2005","Ireland","Average population - total","4,159,914",""
"2005","Ireland","Average population - males","2,076,400",""
"2005","Greece","Population on 1 January - total ","10,969,912",""
"2005","Greece","Population on 1 January - males","5,418,462",""
"2005","Greece","Population on 1 January - females","5,551,450",""
"2005","Greece","Average population - total","10,987,314",""
"2005","Greece","Average population - males","5,425,927",""
"2005","Spain","Population on 1 January - total ","43,296,338",""
"2005","Spain","Population on 1 January - males","21,335,287",""
"2005","Spain","Population on 1 January - females","21,961,051",""
"2005","Spain","Average population - total","43,653,155",""
"2005","Spain","Average population - males","21,527,303",""
"2005","France","Population on 1 January - total ","62,772,870",""
"2005","France","Population on 1 January - males","30,385,862",""
"2005","France","Population on 1 January - females","32,387,008",""
"2005","France","Average population - total","63,001,253",""
"2005","France","Average population - males","30,488,481",""
"2005","Croatia","Population on 1 January - total ","4,310,861",""
"2005","Croatia","Population on 1 January - males","2,072,281",""
"2005","Croatia","Population on 1 January - females","2,238,580",""
"2005","Croatia","Average population - total","4,311,674",""
"2005","Croatia","Average population - males","2,073,107",""
"2005","Italy","Population on 1 January - total ","57,874,753",""
"2005","Italy","Population on 1 January - males","28,044,210",""
"2005","Italy","Population on 1 January - females","29,830,543",""
"2005","Italy","Average population - total","57,969,484",""
"2005","Italy","Average population - males","28,091,394",""
"2005","Cyprus","Population on 1 January - total ","733,067",""
"2005","Cyprus","Population on 1 January - males","359,321",""
"2005","Cyprus","Population on 1 January - females","373,746",""
"2005","Cyprus","Average population - total","738,540",""
"2005","Cyprus","Average population - males","361,952",""
"2005","Latvia","Population on 1 January - total ","2,249,724",""
"2005","Latvia","Population on 1 January - males","1,032,109",""
"2005","Latvia","Population on 1 January - females","1,217,615",""
"2005","Latvia","Average population - total","2,238,799",""
"2005","Latvia","Average population - males","1,027,084",""
"2005","Lithuania","Population on 1 January - total ","3,355,220",""
"2005","Lithuania","Population on 1 January - males","1,562,264",""
"2005","Lithuania","Population on 1 January - females","1,792,956",""
"2005","Lithuania","Average population - total","3,322,528",""
"2005","Lithuania","Average population - males","1,545,364",""
"2005","Luxembourg","Population on 1 January - total ","461,230",""
"2005","Luxembourg","Population on 1 January - males","228,156",""
"2005","Luxembourg","Population on 1 January - females","233,074",""
"2005","Luxembourg","Average population - total","465,158",""
"2005","Luxembourg","Average population - males","230,128",""
"2005","Hungary","Population on 1 January - total ","10,097,549",""
"2005","Hungary","Population on 1 January - males","4,793,115",""
"2005","Hungary","Population on 1 January - females","5,304,434",""
"2005","Hungary","Average population - total","10,087,065",""
"2005","Hungary","Average population - males","4,788,847",""
"2005","Malta","Population on 1 January - total ","402,668",""
"2005","Malta","Population on 1 January - males","199,580",""
"2005","Malta","Population on 1 January - females","203,088",""
"2005","Malta","Average population - total","403,834",""
"2005","Malta","Average population - males","200,209",""
"2005","Netherlands","Population on 1 January - total ","16,305,526",""
"2005","Netherlands","Population on 1 January - males","8,065,979",""
"2005","Netherlands","Population on 1 January - females","8,239,547",""
"2005","Netherlands","Average population - total","16,319,868",""
"2005","Netherlands","Average population - males","8,071,693",""
"2005","Austria","Population on 1 January - total ","8,201,359",""
"2005","Austria","Population on 1 January - males","3,984,866",""
"2005","Austria","Population on 1 January - females","4,216,493",""
"2005","Austria","Average population - total","8,227,829",""
"2005","Austria","Average population - males","3,999,605",""
"2005","Poland","Population on 1 January - total ","38,173,835",""
"2005","Poland","Population on 1 January - males","18,470,253",""
"2005","Poland","Population on 1 January - females","19,703,582",""
"2005","Poland","Average population - total","38,165,445",""
"2005","Poland","Average population - males","18,462,054",""
"2005","Portugal","Population on 1 January - total ","10,494,672",""
"2005","Portugal","Population on 1 January - males","5,053,722",""
"2005","Portugal","Population on 1 January - females","5,440,950",""
"2005","Portugal","Average population - total","10,503,330",""
"2005","Portugal","Average population - males","5,056,268",""
"2005","Romania","Population on 1 January - total ","21,382,354",""
"2005","Romania","Population on 1 January - males","10,417,145",""
"2005","Romania","Population on 1 January - females","10,965,209",""
"2005","Romania","Average population - total","21,319,685",""
"2005","Romania","Average population - males","10,384,489",""
"2005","Slovenia","Population on 1 January - total ","1,997,590",""
"2005","Slovenia","Population on 1 January - males","977,052",""
"2005","Slovenia","Population on 1 January - females","1,020,538",""
"2005","Slovenia","Average population - total","2,000,474",""
"2005","Slovenia","Average population - males","979,259",""
"2005","Slovakia","Population on 1 January - total ","5,372,685",""
"2005","Slovakia","Population on 1 January - males","2,609,024",""
"2005","Slovakia","Population on 1 January - females","2,763,661",""
"2005","Slovakia","Average population - total","5,372,807",""
"2005","Slovakia","Average population - males","2,609,440",""
"2005","Finland","Population on 1 January - total ","5,236,611",""
"2005","Finland","Population on 1 January - males","2,562,077",""
"2005","Finland","Population on 1 January - females","2,674,534",""
"2005","Finland","Average population - total","5,246,096",""
"2005","Finland","Average population - males","2,567,214",""
"2005","Sweden","Population on 1 January - total ","9,011,392",""
"2005","Sweden","Population on 1 January - males","4,466,311",""
"2005","Sweden","Population on 1 January - females","4,545,081",""
"2005","Sweden","Average population - total","9,029,572",""
"2005","Sweden","Average population - males","4,476,431",""
"2005","United Kingdom","Population on 1 January - total ","60,182,050",""
"2005","United Kingdom","Population on 1 January - males","29,419,090",""
"2005","United Kingdom","Population on 1 January - females","30,762,960",""
"2005","United Kingdom","Average population - total","60,401,206",""
"2005","United Kingdom","Average population - males","29,535,234",""
"2005","Iceland","Population on 1 January - total ","293,577",""
"2005","Iceland","Population on 1 January - males","147,170",""
"2005","Iceland","Population on 1 January - females","146,407",""
"2005","Iceland","Average population - total","296,734",""
"2005","Iceland","Average population - males","149,186",""
"2005","Liechtenstein","Population on 1 January - total ","34,600",""
"2005","Liechtenstein","Population on 1 January - males","17,050",""
"2005","Liechtenstein","Population on 1 January - females","17,550",""
"2005","Liechtenstein","Average population - total","34,753",""
"2005","Liechtenstein","Average population - males","17,127",""
"2005","Norway","Population on 1 January - total ","4,606,363",""
"2005","Norway","Population on 1 January - males","2,284,070",""
"2005","Norway","Population on 1 January - females","2,322,293",""
"2005","Norway","Average population - total","4,623,291",""
"2005","Norway","Average population - males","2,293,026",""
"2005","Switzerland","Population on 1 January - total ","7,415,102",""
"2005","Switzerland","Population on 1 January - males","3,628,696",""
"2005","Switzerland","Population on 1 January - females","3,786,406",""
"2005","Switzerland","Average population - total","7,437,115",""
"2005","Switzerland","Average population - males","3,640,599",""
